species_name,total_trade_records,total_quantity,num_importers,num_exporters,num_trade_years,avg_quantity_per_trade,trade_diversity,trade_intensity,log_total_quantity,log_trade_records,pathogen_network_degree,avg_neighbor_degree,clustering_coefficient,max_degree_variant,is_pathogen_hub,is_high_risk_reservoir,normalized_degree,high_risk_label
Tapirus bairdii,100,3636.0,16,11,28,36.36,176,36.36,8.19891444498699,4.61512051684126,0,0.0,0.0,0,0,0,0.0,0
Tapirus pinchaque,31,526.0,6,7,16,16.967741935483872,42,16.967741935483872,6.267200548541362,3.4657359027997265,0,0.0,0.0,0,0,0,0.0,0
Trachypithecus obscurus,105,258.0,21,18,30,2.4571428571428573,378,2.4571428571428573,5.556828061699537,4.663439094112067,71,358.0281690140845,0.7267605633802817,71,0,0,0.047555257870060284,0
Trachypithecus villosus,168,952.0,22,11,31,5.666666666666667,242,5.666666666666667,6.859614903654202,5.1298987149230735,0,0.0,0.0,0,0,0,0.0,0
Tragopan caboti,348,1342.0,26,12,41,3.8563218390804597,312,3.8563218390804597,7.202661196523238,5.855071922202427,0,0.0,0.0,0,0,0,0.0,0
Tremarctos ornatus,335,2950.05,27,25,45,8.806119402985075,675,8.806119402985075,7.989916318208415,5.817111159963204,95,476.11578947368423,1.0,95,0,0,0.06363027461486939,1
Tropidophis spp.,66,56149.0,8,15,18,850.7424242424242,120,850.7424242424242,10.935781960166588,4.204692619390966,0,0.0,0.0,0,0,0,0.0,0
Ursus spp.,1110,55764.53194,27,57,41,50.238317063063064,1539,50.238317063063064,10.928911250341269,7.01301578963963,0,0.0,0.0,0,0,0,0.0,0
Varanus acanthurus,932,8941.0,29,23,41,9.593347639484978,667,9.593347639484978,9.098514556793926,6.838405200847344,0,0.0,0.0,0,0,0,0.0,0
Varanus olivaceus,30,94.0,10,7,15,3.1333333333333333,70,3.1333333333333333,4.553876891600541,3.4339872044851463,0,0.0,0.0,0,0,0,0.0,0
Varanus similis,730,7269.0,27,11,28,9.957534246575342,297,9.957534246575342,8.891511570527564,6.594413459749778,0,0.0,0.0,0,0,0,0.0,0
Varanus tristis,162,865.0,11,8,33,5.339506172839506,88,5.339506172839506,6.763884908562435,5.093750200806762,0,0.0,0.0,0,0,0,0.0,0
Vulpes cana,37,516.0,11,11,19,13.945945945945946,121,13.945945945945946,6.248042874508429,3.6375861597263857,0,0.0,0.0,0,0,0,0.0,0
Zaglossus spp.,8,17.0,4,5,7,2.125,20,2.125,2.8903717578961645,2.1972245773362196,0,0.0,0.0,0,0,0,0.0,0
Accipiter bicolor,87,117.0,10,11,20,1.3448275862068966,110,1.3448275862068966,4.770684624465665,4.477336814478207,0,0.0,0.0,0,0,0,0.0,0
Accipiter gularis,45,241.5,4,10,23,5.366666666666666,40,5.366666666666666,5.491001710377538,3.828641396489095,274,543.8284671532847,1.0,274,0,0,0.18352310783657066,0
Accipiter melanoleucus,241,1591.0,23,17,35,6.601659751037344,391,6.601659751037344,7.3727463664043285,5.488937726156687,0,0.0,0.0,0,0,0,0.0,0
Accipiter striatus,185,609.05,25,18,41,3.2921621621621617,450,3.2921621621621617,6.413540921021343,5.225746673713202,684,581.3728070175439,0.72720111650527,684,0,1,0.4581379772270596,1
Accipitridae spp.,234,2588.0,17,55,45,11.05982905982906,935,11.05982905982906,7.859026979751538,5.459585514144159,0,0.0,0.0,0,0,0,0.0,0
Acipenser sturio,59,17421.5,12,20,19,295.27966101694915,240,295.27966101694915,9.765517753312674,4.0943445622221,0,0.0,0.0,0,0,0,0.0,0
Acrantophis dumerili,325,857.6,39,23,42,2.6387692307692308,897,2.6387692307692308,6.75530315579046,5.786897381366708,0,0.0,0.0,0,0,0,0.0,0
Acrantophis madagascariensis,195,625.9,23,17,38,3.2097435897435895,391,3.2097435897435895,6.440787038279923,5.278114659230517,0,0.0,0.0,0,0,0,0.0,0
Alligator spp.,121,9705.0,27,28,23,80.20661157024793,756,80.20661157024793,9.18049952996516,4.804021044733257,0,0.0,0.0,0,0,0,0.0,0
Alouatta seniculus,262,4895.2065999999995,27,24,39,18.683994656488547,648,18.683994656488547,8.496216021014282,5.572154032177765,151,237.7019867549669,0.6409713024282561,151,0,0,0.10113864701942397,1
Ambystoma dumerilii,18,248.0,6,4,7,13.777777777777779,24,13.777777777777779,5.517452896464707,2.9444389791664403,0,0.0,0.0,0,0,0,0.0,0
Andrias japonicus,33,466.0,9,6,18,14.121212121212121,54,14.121212121212121,6.1463292576688975,3.5263605246161616,0,0.0,0.0,0,0,0,0.0,0
Aquila nipalensis,269,4607.0,46,43,40,17.12639405204461,1978,17.12639405204461,8.435549202375727,5.598421958998375,0,0.0,0.0,0,0,0,0.0,0
Aquila verreauxii,194,595.0,28,18,36,3.0670103092783507,504,3.0670103092783507,6.39024066706535,5.272999558563747,0,0.0,0.0,0,0,0,0.0,0
Arctocebus calabarensis,16,42.0,5,7,9,2.625,35,2.625,3.7612001156935624,2.833213344056216,0,0.0,0.0,0,0,0,0.0,0
Aspidites melanocephalus,342,1054.0,25,16,40,3.08187134502924,400,3.08187134502924,6.961296045910167,5.8377304471659395,0,0.0,0.0,0,0,0,0.0,0
Ateles spp.,29,176.0,9,9,15,6.068965517241379,81,6.068965517241379,5.176149732573829,3.4011973816621555,0,0.0,0.0,0,0,0,0.0,0
Athene cunicularia,750,25296.0,36,24,45,33.728,864,33.728,10.138441090609696,6.621405651764134,525,647.3180952380952,1.0,525,0,1,0.35164099129269927,1
Balaena mysticetus,1008,23504.938,34,26,43,23.318390873015872,884,23.318390873015872,10.065008349064884,6.9167150203536085,0,0.0,0.0,0,0,0,0.0,0
Bettongia lesueur,5,14.0,2,2,3,2.8,4,2.8,2.70805020110221,1.791759469228055,0,0.0,0.0,0,0,0,0.0,0
Bison bison,542,28370.99585,34,15,36,52.34501079335793,510,52.34501079335793,10.253157876050995,6.297109319933935,182,405.64285714285717,0.5046445267439743,182,0,0,0.12190221031480242,1
Bubalus arnee,5476,9055367.073,48,44,41,1653.64628798393,2112,1653.64628798393,16.018868297065456,8.608312784783722,0,0.0,0.0,0,0,0,0.0,0
Bufo retiformis,2,8.0,2,2,2,4.0,4,4.0,2.1972245773362196,1.0986122886681098,0,0.0,0.0,0,0,0,0.0,0
Buteo regalis,419,1536.0,33,21,40,3.6658711217183773,693,3.6658711217183773,7.337587743538596,6.040254711277414,684,581.3728070175439,0.72720111650527,684,0,1,0.4581379772270596,1
Callimico goeldii,676,4440.0,41,32,45,6.568047337278107,1312,6.568047337278107,8.398634855292102,6.517671272912275,42,310.3809523809524,0.7491289198606271,42,0,0,0.02813127930341594,1
Callithrix flaviceps,4,57.0,2,3,4,14.25,6,14.25,4.060443010546419,1.6094379124341003,0,0.0,0.0,0,0,0,0.0,0
Candoia aspera,4655,50249.0,52,20,45,10.794629430719656,1040,10.794629430719656,10.824765825921322,8.445911989411274,0,0.0,0.0,0,0,0,0.0,0
Candoia spp.,51,915.0,8,10,23,17.941176470588236,80,17.941176470588236,6.82001636467413,3.9512437185814275,0,0.0,0.0,0,0,0,0.0,0
Caracal aurata,62,347.0,15,19,25,5.596774193548387,285,5.596774193548387,5.8522024797744745,4.143134726391533,0,0.0,0.0,0,0,0,0.0,0
Centrochelys sulcata,8462,1010672.66666668,116,93,45,119.43661860868353,10788,119.43661860868353,13.82612766317369,9.043458999670106,0,0.0,0.0,0,0,0,0.0,0
Cercopithecus erythrotis,34,618.8,9,11,21,18.2,99,18.2,6.429396845353648,3.5553480614894135,101,219.24752475247524,0.9524752475247524,101,0,0,0.06764902880107167,0
Chersobius signatus,62,419.0,9,10,26,6.758064516129032,90,6.758064516129032,6.040254711277414,4.143134726391533,0,0.0,0.0,0,0,0,0.0,0
Circus pygargus,32,51.0,10,12,19,1.59375,120,1.59375,3.9512437185814275,3.4965075614664802,0,0.0,0.0,0,0,0,0.0,0
Clelia clelia,181,1254.0,12,20,39,6.928176795580111,240,6.928176795580111,7.134890851565884,5.204006687076795,0,0.0,0.0,0,0,0,0.0,0
Cnemophilus loriae,13,49.0,5,1,9,3.769230769230769,5,3.769230769230769,3.912023005428146,2.6390573296152584,0,0.0,0.0,0,0,0,0.0,0
Colobus angolensis,153,1317.3453333329999,20,17,31,8.610100217862744,340,8.610100217862744,7.184132693893988,5.0369526024136295,25,252.04,1.0,25,0,0,0.016744809109176157,0
Colobus vellerosus,12,61.0,5,5,5,5.083333333333333,25,5.083333333333333,4.127134385045092,2.5649493574615367,0,0.0,0.0,0,0,0,0.0,0
Corallus annulatus,79,371.0,12,11,28,4.69620253164557,132,4.69620253164557,5.918893854273146,4.382026634673881,0,0.0,0.0,0,0,0,0.0,0
Crocodylus palustris,80,2966.0,22,16,30,37.075,352,37.075,7.995306620290822,4.394449154672439,0,0.0,0.0,0,0,0,0.0,0
Cuon alpinus,225,421.0,26,24,42,1.8711111111111112,624,1.8711111111111112,6.045005314036012,5.420534999272286,0,0.0,0.0,0,0,0,0.0,0
Cygnus columbianus,14,50.0,7,7,9,3.5714285714285716,49,3.5714285714285716,3.9318256327243257,2.70805020110221,651,579.6175115207374,0.7790901571546733,651,0,1,0.43603482920294706,0
Enicognathus leptorhynchus,188,4837.0,34,19,40,25.72872340425532,646,25.72872340425532,8.484256691169973,5.241747015059643,525,647.3180952380952,1.0,525,0,1,0.35164099129269927,1
Equus grevyi,469,9961.3,51,38,45,21.239445628997867,1938,21.239445628997867,9.20656324761465,6.152732694704104,0,0.0,0.0,0,0,0,0.0,0
Eunectes spp.,149,3867.5,23,38,41,25.956375838926174,874,25.956375838926174,8.260622113989509,5.0106352940962555,0,0.0,0.0,0,0,0,0.0,0
Falco berigora,29,47.0,11,7,18,1.6206896551724137,77,1.6206896551724137,3.871201010907891,3.4011973816621555,0,0.0,0.0,0,0,0,0.0,0
Falco hybrid,144834,180461.94,106,83,46,1.2459915489456896,8798,1.2459915489456896,12.103280717114774,11.883350442433125,0,0.0,0.0,0,0,0,0.0,0
Falco pelegrinoides,688,1232.0,40,33,45,1.7906976744186047,1320,1.7906976744186047,7.117205503164344,6.535241271013659,0,0.0,0.0,0,0,0,0.0,0
Falco rufigularis,73,114.0,12,13,23,1.5616438356164384,156,1.5616438356164384,4.74493212836325,4.30406509320417,0,0.0,0.0,0,0,0,0.0,0
Falco sparverius,1281,18756.68,45,42,45,14.642217017954723,1890,14.642217017954723,9.839358547535376,7.156176637480615,684,581.3728070175439,0.72720111650527,684,0,1,0.4581379772270596,1
Falconiformes spp.,365,55955.0,26,55,43,153.3013698630137,1430,153.3013698630137,10.932320946596322,5.902633333401366,0,0.0,0.0,0,0,0,0.0,0
Galago spp.,58,908.0,12,15,26,15.655172413793103,180,15.655172413793103,6.812345094177479,4.07753744390572,0,0.0,0.0,0,0,0,0.0,0
Geochelone spp.,178,6252.0,23,49,38,35.12359550561798,1127,35.12359550561798,8.740816627567298,5.187385805840755,0,0.0,0.0,0,0,0,0.0,0
Geronticus calvus,84,194.0,11,5,28,2.3095238095238093,55,2.3095238095238093,5.272999558563747,4.442651256490317,0,0.0,0.0,0,0,0,0.0,0
Geronticus eremita,456,2366.0,43,27,45,5.18859649122807,1161,5.18859649122807,7.769378609513984,6.124683390894205,0,0.0,0.0,0,0,0,0.0,0
Goura scheepmakeri,186,601.0,42,20,36,3.2311827956989245,840,3.2311827956989245,6.400257445308821,5.231108616854587,0,0.0,0.0,0,0,0,0.0,0
Gyps africanus,392,5641.336666667,42,31,37,14.391164965987244,1302,14.391164965987244,8.638053561293011,5.973809611869261,0,0.0,0.0,0,0,0,0.0,0
Gyps bengalensis,71,12030.0,16,17,29,169.43661971830986,272,169.43661971830986,9.395241931033524,4.276666119016055,0,0.0,0.0,0,0,0,0.0,0
Gyps coprotheres,143,3605.0,20,12,38,25.20979020979021,240,25.20979020979021,8.190354403763262,4.969813299576001,0,0.0,0.0,0,0,0,0.0,0
Gyps rueppellii,210,1179.336666667,30,28,39,5.615888888890476,840,5.615888888890476,7.073554987501089,5.351858133476067,0,0.0,0.0,0,0,0,0.0,0
Harpia harpyja,367,1323.94,32,30,41,3.607465940054496,960,3.607465940054496,7.189122454376148,5.908082938168931,0,0.0,0.0,0,0,0,0.0,0
Hieraaetus spilogaster,133,383.0,19,20,37,2.8796992481203008,380,2.8796992481203008,5.950642552587727,4.897839799950911,0,0.0,0.0,0,0,0,0.0,0
Hydrictis maculicollis,114,305.0,20,14,29,2.675438596491228,280,2.675438596491228,5.723585101952381,4.74493212836325,0,0.0,0.0,0,0,0,0.0,0
Hylobates klossii,6,106.0,3,2,3,17.666666666666668,6,17.666666666666668,4.672828834461906,1.9459101490553132,0,0.0,0.0,0,0,0,0.0,0
Hylobates spp.,47,502.0,16,21,22,10.680851063829786,336,10.680851063829786,6.220590170099739,3.871201010907891,0,0.0,0.0,0,0,0,0.0,0
Incilius periglenes,1,10.0,1,1,1,10.0,1,10.0,2.3978952727983707,0.6931471805599453,0,0.0,0.0,0,0,0,0.0,0
Kaupifalco monogrammicus,90,489.0,13,19,32,5.433333333333334,247,5.433333333333334,6.194405391104672,4.51085950651685,0,0.0,0.0,0,0,0,0.0,0
Lepidochelys kempii,304,27705.0,9,33,44,91.13486842105263,297,91.13486842105263,10.229404275217824,5.720311776607412,0,0.0,0.0,0,0,0,0.0,0
Lophocebus albigena,140,3337.75,29,30,36,23.84107142857143,870,23.84107142857143,8.11335176442417,4.948759890378168,158,247.68354430379748,0.606546803192776,158,0,0,0.1058271935699933,0
Loxocemus bicolor,450,3256.5,20,13,32,7.236666666666666,260,7.236666666666666,8.088715308999,6.111467339502679,0,0.0,0.0,0,0,0,0.0,0
Lycalopex culpaeus,2150,215125.485,53,21,45,100.05836511627906,1113,100.05836511627906,12.278981436453408,7.67368812926773,0,0.0,0.0,0,0,0,0.0,0
Lycalopex griseus,32467,6120092.5,114,59,45,188.50194043182307,6726,188.50194043182307,15.627087932149582,10.388010267881066,95,476.11578947368423,1.0,95,0,0,0.06363027461486939,1
Macaca sinica,79,34595.5,14,7,22,437.9177215189873,98,437.9177215189873,10.451507799859831,4.382026634673881,391,475.1227621483376,0.5836579447832645,391,0,0,0.26188881446751505,0
Macaca thibetana,9,37.0,4,3,5,4.111111111111111,12,4.111111111111111,3.6375861597263857,2.302585092994046,97,226.48453608247422,1.0,97,0,0,0.06496985934360348,0
Manis spp.,621,31595.573,25,43,46,50.87853945249597,1075,50.87853945249597,10.360803944326857,6.432940092739179,0,0.0,0.0,0,0,0,0.0,0
Micrastur ruficollis,68,147.5329,11,18,24,2.1696014705882356,198,2.1696014705882356,5.000806482525987,4.23410650459726,0,0.0,0.0,0,0,0,0.0,0
Micronisus gabar,90,339.0,11,18,33,3.7666666666666666,198,3.7666666666666666,5.8289456176102075,4.51085950651685,0,0.0,0.0,0,0,0,0.0,0
Milvus migrans,428,2836.0,43,64,46,6.626168224299065,2752,6.626168224299065,7.950502434808851,6.061456918928017,651,579.6175115207374,0.7790901571546733,651,0,1,0.43603482920294706,1
Milvus milvus,338,1581.0,27,28,41,4.677514792899408,756,4.677514792899408,7.366445148327599,5.82600010738045,0,0.0,0.0,0,0,0,0.0,0
Morelia spp.,58,1753.0,8,7,20,30.224137931034484,56,30.224137931034484,7.469654172932128,4.07753744390572,0,0.0,0.0,0,0,0,0.0,0
Ornithoptera chimaera,1385,17301.0,46,11,36,12.491696750902527,506,12.491696750902527,9.75857738074032,7.234177179749849,0,0.0,0.0,0,0,0,0.0,0
Ornithoptera croesus,2317,98318.0,51,22,39,42.43331894691411,1122,42.43331894691411,11.495972573317566,7.748460023899697,0,0.0,0.0,0,0,0,0.0,0
Ornithoptera paradisea,2050,27992.0,46,20,43,13.654634146341463,920,13.654634146341463,10.239709757902132,7.62608275807238,0,0.0,0.0,0,0,0,0.0,0
Ornithoptera rothschildi,1609,57301.0,51,20,41,35.61280298321939,1020,35.61280298321939,10.956090806107662,7.383989457978509,0,0.0,0.0,0,0,0,0.0,0
Ornithoptera tithonus,1622,24972.0,46,15,38,15.395807644882861,690,15.395807644882861,10.125550520230094,7.392031567514591,0,0.0,0.0,0,0,0,0.0,0
Ornithoptera victoriae,1633,40407.0,50,19,44,24.744029393753827,950,24.744029393753827,10.606783064147889,7.3987862754199485,0,0.0,0.0,0,0,0,0.0,0
Otus scops,886,17786.0,36,47,45,20.0744920993228,1692,20.0744920993228,9.786223132375477,6.787844982309579,274,543.8284671532847,1.0,274,0,0,0.18352310783657066,1
Papilionidae spp.,52,3549.0,12,12,16,68.25,144,68.25,8.174702882469461,3.970291913552122,0,0.0,0.0,0,0,0,0.0,0
Paradisaea decora,4,23.0,4,3,4,5.75,12,5.75,3.1780538303479458,1.6094379124341003,0,0.0,0.0,0,0,0,0.0,0
Paradisaea rubra,108,310.0,18,20,31,2.8703703703703702,360,2.8703703703703702,5.739792912179234,4.6913478822291435,0,0.0,0.0,0,0,0,0.0,0
Pardofelis marmorata,63,225.0,13,19,26,3.5714285714285716,247,3.5714285714285716,5.420534999272286,4.1588830833596715,0,0.0,0.0,0,0,0,0.0,0
Phalcoboenus albogularis,7,35.0,3,3,7,5.0,9,5.0,3.58351893845611,2.0794415416798357,0,0.0,0.0,0,0,0,0.0,0
Physeter macrocephalus,7282,3777235.2108,112,98,46,518.7084881625927,10976,518.7084881625927,15.144503139003062,8.893298144217916,0,0.0,0.0,0,0,0,0.0,0
Piliocolobus rufomitratus,17,435.0,5,7,7,25.58823529411765,35,25.58823529411765,6.077642243349034,2.8903717578961645,121,259.5289256198347,0.71267217630854,121,0,0,0.0810448760884126,0
Podocnemis spp.,41,1330.3,10,21,23,32.44634146341463,210,32.44634146341463,7.193911187437871,3.7376696182833684,0,0.0,0.0,0,0,0,0.0,0
Polemaetus bellicosus,210,538.0,29,26,40,2.5619047619047617,754,2.5619047619047617,6.289715570908998,5.351858133476067,0,0.0,0.0,0,0,0,0.0,0
Prionailurus rubiginosus,53,98.0,12,9,22,1.849056603773585,108,1.849056603773585,4.59511985013459,3.9889840465642745,0,0.0,0.0,0,0,0,0.0,0
Proboscidea spp.,203,7127.0,18,16,14,35.108374384236456,288,35.108374384236456,8.871785969150645,5.318119993844216,0,0.0,0.0,0,0,0,0.0,0
Psammobates oculifer,179,1269.0,21,9,32,7.089385474860335,189,7.089385474860335,7.146772179452637,5.19295685089021,0,0.0,0.0,0,0,0,0.0,0
Ptilopsis leucotis,1515,11017.0,32,28,37,7.271947194719472,896,7.271947194719472,9.307285578032662,7.323830566202317,0,0.0,0.0,0,0,0,0.0,0
Pyrrhura cruentata,406,923.0,44,17,40,2.273399014778325,748,2.273399014778325,6.828712071641684,6.008813185442595,0,0.0,0.0,0,0,0,0.0,0
Ratufa affinis,27,144.0,8,5,15,5.333333333333333,40,5.333333333333333,4.976733742420574,3.332204510175204,0,0.0,0.0,0,0,0,0.0,0
Ratufa macroura,33,3008.0,9,3,16,91.15151515151516,27,91.15151515151516,8.009363076630045,3.5263605246161616,0,0.0,0.0,0,0,0,0.0,0
Rhinopithecus roxellana,166,306.5,11,10,29,1.8463855421686748,110,1.8463855421686748,5.728475087246572,5.117993812416755,11,603.6363636363636,1.0,11,0,0,0.007367716008037508,0
Rhynchopsitta pachyrhyncha,110,3693.0,12,9,29,33.57272727272727,108,33.57272727272727,8.214465160759186,4.709530201312334,0,0.0,0.0,0,0,0,0.0,0
Romerolagus diazi,31,12188.0,3,5,13,393.16129032258067,15,393.16129032258067,9.408289184655837,3.4657359027997265,0,0.0,0.0,0,0,0,0.0,0
Sagittarius serpentarius,411,1374.0,48,34,44,3.343065693430657,1632,3.343065693430657,7.226209010100671,6.021023349349527,274,543.8284671532847,1.0,274,0,0,0.18352310783657066,1
Saimiri oerstedii,83,581.7,17,11,20,7.00843373493976,187,7.00843373493976,6.367672474149028,4.430816798843313,69,286.4782608695652,1.0,69,0,0,0.046215673141326186,0
Scleropages formosus,88782,8974034.001,87,25,43,101.07943052645807,2175,101.07943052645807,16.0098459657779,11.393950469211568,0,0.0,0.0,0,0,0,0.0,0
Spilornis cheela,68,927.0,11,13,22,13.632352941176471,143,13.632352941176471,6.833031732786201,4.23410650459726,0,0.0,0.0,0,0,0,0.0,0
Spizaetus tyrannus,48,65.2,11,13,21,1.3583333333333334,143,1.3583333333333334,4.192680462942962,3.8918202981106265,0,0.0,0.0,0,0,0,0.0,0
Strix aluco,1663,3075.0,54,46,45,1.8490679494888755,2484,1.8490679494888755,8.031385330625534,7.416979621381154,532,497.046992481203,0.5943389547314615,532,0,1,0.3563295378432686,1
Strix uralensis,767,1379.0,41,34,44,1.7979139504563233,1394,1.7979139504563233,7.22983877815125,6.643789733147672,582,607.044673539519,0.8527186803177363,582,0,1,0.3898191560616209,1
Terathopius ecaudatus,306,1184.0,42,36,39,3.869281045751634,1512,3.869281045751634,7.077498053569231,5.726847747587197,0,0.0,0.0,0,0,0,0.0,0
Torgos tracheliotus,148,964.0,23,17,39,6.513513513513513,391,6.513513513513513,6.872128101338986,5.003946305945459,0,0.0,0.0,0,0,0,0.0,0
Trigonoceps occipitalis,172,940.0,25,18,36,5.465116279069767,450,5.465116279069767,6.846943139585379,5.153291594497779,0,0.0,0.0,0,0,0,0.0,0
Trioceros cristatus,645,19799.0,28,12,35,30.696124031007752,336,30.696124031007752,9.893437216682626,6.470799503782602,0,0.0,0.0,0,0,0,0.0,0
Trioceros wiedersheimi,367,14272.0,18,8,28,38.88828337874659,144,38.88828337874659,9.566124919629768,5.908082938168931,0,0.0,0.0,0,0,0,0.0,0
Trogonoptera brookiana,1823,124640.0,56,35,45,68.37081733406472,1960,68.37081733406472,11.733192884178937,7.508787170634276,0,0.0,0.0,0,0,0,0.0,0
Trogonoptera trojana,431,11010.0,34,17,32,25.545243619489558,578,25.545243619489558,9.306650052113591,6.068425588244111,0,0.0,0.0,0,0,0,0.0,0
Troides criton,637,22393.0,32,9,29,35.15384615384615,288,35.15384615384615,10.016548344820142,6.45833828334479,0,0.0,0.0,0,0,0,0.0,0
Troides magellanus,239,5570.0,30,13,23,23.305439330543933,390,23.305439330543933,8.625329850020815,5.480638923341991,0,0.0,0.0,0,0,0,0.0,0
Troides oblongomaculatus,2414,147911.0,62,18,44,61.27216238608119,1116,61.27216238608119,11.904372781310189,7.789454566086673,0,0.0,0.0,0,0,0,0.0,0
Troides rhadamantus,10173,1083168.0,53,19,31,106.47478619876142,1007,106.47478619876142,13.895401561823677,9.22759072538271,0,0.0,0.0,0,0,0,0.0,0
Troides vandepolli,540,7985.0,25,11,30,14.787037037037036,275,14.787037037037036,8.985445287623167,6.293419278846481,0,0.0,0.0,0,0,0,0.0,0
Tropidophis haetianus,150,4000.0,13,4,17,26.666666666666668,52,26.666666666666668,8.294299608857235,5.017279836814924,0,0.0,0.0,0,0,0,0.0,0
Tursiops truncatus,2754,50426.746,111,115,45,18.310365286855482,12765,18.310365286855482,10.828296818454204,7.9211727215870145,539,637.4025974025974,0.9542109510245463,539,0,1,0.3610180843938379,1
Varanus albigularis,3089,68632.0,54,36,37,22.218193590158627,1944,22.218193590158627,11.136528747609411,8.035926369891792,0,0.0,0.0,0,0,0,0.0,0
Varanus eremius,11,123.0,2,2,8,11.181818181818182,4,11.181818181818182,4.820281565605037,2.4849066497880004,0,0.0,0.0,0,0,0,0.0,0
Varanus giganteus,34,81.0,7,5,16,2.3823529411764706,35,2.3823529411764706,4.406719247264253,3.5553480614894135,0,0.0,0.0,0,0,0,0.0,0
Varanus gilleni,155,659.0,14,11,28,4.251612903225807,154,4.251612903225807,6.492239835020471,5.049856007249537,0,0.0,0.0,0,0,0,0.0,0
Varanus storri,145,819.0,9,9,27,5.6482758620689655,81,5.6482758620689655,6.709304340258298,4.983606621708336,0,0.0,0.0,0,0,0,0.0,0
Zaglossus bruijni,18,30.0,5,5,12,1.6666666666666667,25,1.6666666666666667,3.4339872044851463,2.9444389791664403,0,0.0,0.0,0,0,0,0.0,0
Accipiter badius,87,949.0,14,28,25,10.908045977011493,392,10.908045977011493,6.856461984594587,4.477336814478207,0,0.0,0.0,0,0,0,0.0,0
Accipiter cooperii,247,1455.5,24,15,43,5.892712550607287,360,5.892712550607287,7.283791576399489,5.5134287461649825,684,581.3728070175439,0.72720111650527,684,0,1,0.4581379772270596,1
Accipiter minullus,72,438.0,8,11,17,6.083333333333333,88,6.083333333333333,6.0844994130751715,4.290459441148391,0,0.0,0.0,0,0,0,0.0,0
Accipiter soloensis,35,267.0,8,11,17,7.628571428571429,88,7.628571428571429,5.5909869805108565,3.58351893845611,0,0.0,0.0,0,0,0,0.0,0
Accipiter trivirgatus,20,15350.0,6,7,15,767.5,42,767.5,9.638935897473202,3.044522437723423,525,647.3180952380952,1.0,525,0,1,0.35164099129269927,0
Aegolius acadicus,117,418.0,22,7,34,3.572649572649573,154,3.572649572649573,6.037870919922137,4.770684624465665,0,0.0,0.0,0,0,0,0.0,0
Aegolius funereus,409,777.0,26,21,43,1.8997555012224938,546,1.8997555012224938,6.656726524178391,6.016157159698354,97,480.4226804123711,1.0,97,0,0,0.06496985934360348,1
Aegolius harrisii,29,37.0,4,4,13,1.2758620689655173,16,1.2758620689655173,3.6375861597263857,3.4011973816621555,0,0.0,0.0,0,0,0,0.0,0
Alouatta caraya,180,2270.0,32,16,36,12.61111111111111,512,12.61111111111111,7.7279755421055585,5.198497031265826,173,366.09248554913296,0.6039118161043151,173,0,0,0.115874079035499,1
Alouatta palliata,105,9649.5,12,13,32,91.9,156,91.9,9.174765006462263,4.663439094112067,119,349.2436974789916,0.6937758154109102,119,0,0,0.07970529135967849,0
Amazona guildingii,137,502.5,13,9,27,3.667883211678832,117,3.667883211678832,6.221583712158617,4.927253685157205,0,0.0,0.0,0,0,0,0.0,0
Amazona rhodocorytha,164,491.5,24,26,35,2.9969512195121952,624,2.9969512195121952,6.199494460612144,5.10594547390058,0,0.0,0.0,0,0,0,0.0,0
Aquila heliaca,189,39330.0,35,40,39,208.0952380952381,1400,208.0952380952381,10.579768290986172,5.247024072160486,0,0.0,0.0,0,0,0,0.0,0
Asio flammeus,270,2481.5,29,42,41,9.190740740740742,1218,9.190740740740742,7.817021395919328,5.602118820879701,684,581.3728070175439,0.72720111650527,684,0,1,0.4581379772270596,1
Athene noctua,1693,6844.0,43,39,43,4.042528056704076,1677,4.042528056704076,8.83127373772255,7.434847875211999,803,537.1855541718555,0.6081247690238911,803,1,1,0.5378432685867381,1
Balaenoptera acutorostrata,4714,6478592.365,59,42,44,1374.3301580398813,2478,1374.3301580398813,15.68401397146217,8.458504195067558,525,647.3180952380952,1.0,525,0,1,0.35164099129269927,1
Balaenoptera borealis,360,2472162.1720000003,17,26,38,6867.117144444445,442,6867.117144444445,14.720604103471896,5.8888779583328805,0,0.0,0.0,0,0,0,0.0,0
Balaenoptera physalus,955,16526688.1979,28,41,43,17305.432667958114,1148,17305.432667958114,16.62048715922822,6.862757913051401,0,0.0,0.0,0,0,0,0.0,0
Bos mutus,179,149599.155,29,31,35,835.749469273743,899,835.749469273743,11.915721380618233,5.19295685089021,151,301.2913907284768,0.5238852097130243,151,0,0,0.10113864701942397,0
Bubalus quarlesi,11,264.0,7,3,8,24.0,21,24.0,5.579729825986222,2.4849066497880004,0,0.0,0.0,0,0,0,0.0,0
Bubo africanus,1038,2397.663333333,45,35,44,2.309887604367052,1575,2.309887604367052,7.782666916740287,6.946013991099227,0,0.0,0.0,0,0,0,0.0,0
Bubo capensis,120,173.0,18,11,36,1.4416666666666667,198,1.4416666666666667,5.159055299214529,4.795790545596741,0,0.0,0.0,0,0,0,0.0,0
Bubo lacteus,198,421.0,23,26,35,2.1262626262626263,598,2.1262626262626263,6.045005314036012,5.293304824724492,0,0.0,0.0,0,0,0,0.0,0
Bubo philippensis,3,3.0,1,1,3,1.0,1,1.0,1.3862943611198906,1.3862943611198906,0,0.0,0.0,0,0,0,0.0,0
